Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Cover material (product.metafields.shopify.cover-material),Fit type (product.metafields.shopify.fit-type),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light source (product.metafields.shopify.light-source),Lighting features (product.metafields.shopify.lighting-features),Manufacturer type (product.metafields.shopify.manufacturer-type),Vehicle frame/body features (product.metafields.shopify.vehicle-frame-body-features),Vehicle mirror design (product.metafields.shopify.vehicle-mirror-design),Vehicle mirror type (product.metafields.shopify.vehicle-mirror-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
processing-fee-1,Processing Fee,,All Terrain Concepts,Uncategorized,mws_fee_generated,mws_fee_generated,true,Title,CC Processing Fee,,,,,,,,,0.0,,0,continue,manual,3.00,,true,true,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,true,,,active
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24112053218,,,,,,,,"",0.0,,0,continue,manual,10.80,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241120224720,,,,,,,,"",0.0,,0,continue,manual,19.35,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24112022495,,,,,,,,"",0.0,,0,continue,manual,38.70,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24112225148,,,,,,,,"",0.0,,0,continue,manual,92.55,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24112225324,,,,,,,,"",0.0,,0,continue,manual,101.55,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24112225932,,,,,,,,"",0.0,,0,continue,manual,104.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2411223011,,,,,,,,"",0.0,,0,continue,manual,106.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2411223052,,,,,,,,"",0.0,,0,continue,manual,109.20,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241122363,,,,,,,,"",0.0,,0,continue,manual,112.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24112211178,,,,,,,,"",0.0,,0,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241123152235,,,,,,,,"",0.0,,0,continue,manual,20.85,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241124135916,,,,,,,,"",0.0,,-1,continue,manual,10.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241125203144,,,,,,,,"",0.0,,0,continue,manual,77.70,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24112641325,,,,,,,,"",0.0,,0,continue,manual,3.75,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241126125821,,,,,,,,"",0.0,,0,continue,manual,99.38,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2411272229,,,,,,,,"",0.0,,-1,continue,manual,12.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241128185455,,,,,,,,"",0.0,,0,continue,manual,17.55,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241129135051,,,,,,,,"",0.0,,-1,continue,manual,11.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241129163627,,,,,,,,"",0.0,,0,continue,manual,13.80,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24113003031,,,,,,,,"",0.0,,0,continue,manual,7.35,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24113044816,,,,,,,,"",0.0,,0,continue,manual,7.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241216823,,,,,,,,"",0.0,,0,continue,manual,7.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241217110,,,,,,,,"",0.0,,0,continue,manual,14.25,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2412117423,,,,,,,,"",0.0,,0,continue,manual,10.20,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24122173727,,,,,,,,"",0.0,,0,continue,manual,14.55,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2412317237,,,,,,,,"",0.0,,0,continue,manual,0.30,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241244033,,,,,,,,"",0.0,,0,continue,manual,17.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24124152658,,,,,,,,"",0.0,,0,continue,manual,12.75,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241255173,,,,,,,,"",0.0,,0,continue,manual,29.55,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2412604718,,,,,,,,"",0.0,,0,continue,manual,32.55,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24128204759,,,,,,,,"",0.0,,-1,continue,manual,1.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2412102818,,,,,,,,"",0.0,,0,continue,manual,47.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2412102192,,,,,,,,"",0.0,,-1,continue,manual,28.05,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2412102199,,,,,,,,"",0.0,,0,continue,manual,34.05,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241211181348,,,,,,,,"",0.0,,0,continue,manual,25.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24121119212,,,,,,,,"",0.0,,0,continue,manual,2.25,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241212182055,,,,,,,,"",0.0,,0,continue,manual,25.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241212182256,,,,,,,,"",0.0,,-1,continue,manual,35.85,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241214214529,,,,,,,,,0.0,,-1,continue,manual,5.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24121733936,,,,,,,,,0.0,,-1,continue,manual,26.85,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24121734335,,,,,,,,,0.0,,0,continue,manual,27.15,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24122072739,,,,,,,,,0.0,,0,continue,manual,31.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24122013568,,,,,,,,,0.0,,0,continue,manual,15.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2412201407,,,,,,,,,0.0,,0,continue,manual,13.35,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241222162642,,,,,,,,,0.0,,0,continue,manual,9.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24122411043,,,,,,,,,0.0,,0,continue,manual,5.25,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24122552940,,,,,,,,,0.0,,-1,continue,manual,2.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241225232911,,,,,,,,,0.0,,0,continue,manual,31.80,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241225233851,,,,,,,,,0.0,,0,continue,manual,53.85,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241226131259,,,,,,,,,0.0,,0,continue,manual,129.99,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241226173721,,,,,,,,,0.0,,0,continue,manual,49.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241226173751,,,,,,,,,0.0,,0,continue,manual,66.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241226184021,,,,,,,,,0.0,,0,continue,manual,39.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-241226184246,,,,,,,,,0.0,,0,continue,manual,47.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24122622714,,,,,,,,,0.0,,0,continue,manual,23.55,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24122623379,,,,,,,,,0.0,,0,continue,manual,52.50,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2412271712,,,,,,,,,0.0,,0,continue,manual,33.15,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-24123112444,,,,,,,,,0.0,,0,continue,manual,11.70,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2511213433,,,,,,,,,0.0,,0,continue,manual,128.72,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2511214430,,,,,,,,,0.0,,0,continue,manual,132.23,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2511215129,,,,,,,,,0.0,,0,continue,manual,132.34,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2512164148,,,,,,,,,0.0,,0,continue,manual,24.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-251219104,,,,,,,,,0.0,,0,continue,manual,51.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-251412938,,,,,,,,,0.0,,0,continue,manual,129.93,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2514121320,,,,,,,,,0.0,,0,continue,manual,132.27,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-25158710,,,,,,,,,0.0,,0,continue,manual,4.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2515884,,,,,,,,,0.0,,0,continue,manual,10.05,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-251593915,,,,,,,,,0.0,,0,continue,manual,128.67,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-251522427,,,,,,,,,0.0,,0,continue,manual,23.10,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2515224413,,,,,,,,,0.0,,0,continue,manual,24.45,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2515224643,,,,,,,,,0.0,,0,continue,manual,24.87,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-251814313,,,,,,,,,0.0,,0,continue,manual,21.60,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-25181454,,,,,,,,,0.0,,0,continue,manual,22.95,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-251814640,,,,,,,,,0.0,,0,continue,manual,24.30,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2511164510,,,,,,,,,0.0,,0,continue,manual,12.45,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-25111201118,,,,,,,,,0.0,,0,continue,manual,28.80,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2511120124,,,,,,,,,0.0,,0,continue,manual,35.70,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2511385339,,,,,,,,,0.0,,0,continue,manual,27.75,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2511385718,,,,,,,,,0.0,,0,continue,manual,52.80,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2511385819,,,,,,,,,0.0,,0,continue,manual,59.70,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2511394223,,,,,,,,,0.0,,0,continue,manual,34.65,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2511394234,,,,,,,,,0.0,,0,continue,manual,26.40,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2511474322,,,,,,,,,0.0,,0,continue,manual,2.48,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-251150620,,,,,,,,,0.0,,0,continue,manual,36.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
processing-fee-1,,,,,,,,,CC Processing Fee -mws-2511501044,,,,,,,,,0.0,,0,continue,manual,25.20,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATC_Logo_on_White.svg?v=1729541934,lb,,,,,,
